Id,SalePrice
1461,125017.20430444594
1462,164197.52882386604
1463,201047.90679648938
1464,204473.67072508766
1465,188019.3280758325
1466,171772.39319377212
1467,183551.763489067
1468,163536.3098131452
1469,190877.78510099463
1470,127913.99653663718
1471,184196.80812900327
1472,102802.56732292411
1473,97577.54648833846
1474,145810.61632578363
1475,118744.65283888418
1476,354786.3119291637
1477,256623.7784549393
1478,303409.5005553162
1479,297729.99429096427
1480,496349.45821466827
1481,325360.71847697155
1482,209728.56457358575
1483,176318.62181591135
1484,171087.47907202214
1485,194803.71782636826
1486,192647.56229953884
1487,337298.5473262678
1488,245828.84947088378
1489,196737.16937239526
1490,257739.94729877994
1491,193990.771610704
1492,87502.43404572122
1493,196606.89496109454
1494,296140.84724078997
1495,289319.7882690031
1496,243477.03401732532
1497,179940.92079478307
1498,169475.0931561123
1499,157709.39340301353
1500,159921.35370938515
1501,187551.50050610694
1502,149222.1628009721
1503,251320.72992897962
1504,236355.91405930804
1505,236611.20035835856
1506,192200.25917412178
1507,266736.069851013
1508,212589.6242048436
1509,144035.72898441175
1510,142177.60962034302
1511,152211.70807538854
1512,173633.72676868175
1513,147006.65895897098
1514,147204.371714992
1515,195380.41866625877
1516,144591.7014170504
1517,170481.20378100313
1518,132564.99953815993
1519,212253.31673311075
1520,131739.30934577325
1521,135570.50764172358
1522,186466.48441280148
1523,114077.20592338483
1524,128455.11810744216
1525,117003.10484168383
1526,116086.95788612579
1527,109817.63570421706
1528,137694.66823619363
1529,159253.26864177245
1530,205763.4757513855
1531,118827.58860975201
1532,94101.6080095061
1533,148530.67349238068
1534,119487.54093703051
1535,169304.92006655756
1536,109894.41643286131
1537,73545.16300309589
1538,141040.23981955447
1539,193791.00293639855
1540,93869.42088488866
1541,144548.6610007915
1542,146336.74605538414
1543,195322.62882433878
1544,85318.82927908233
1545,121192.0397703317
1546,133201.9100831928
1547,131710.78034045323
1548,134500.99427470998
1549,123999.37795907425
1550,140861.04683840636
1551,102558.78065311075
1552,148522.16528718264
1553,146775.3531509586
1554,119207.10297250145
1555,169696.76840017416
1556,91011.57519407819
1557,96636.43611224029
1558,96839.17007252258
1559,87555.35900502419
1560,144995.40155344488
1561,115524.75016984266
1562,132344.81324688118
1563,131891.02404567096
1564,160060.82765511982
1565,144753.16064067004
1566,236558.47737059728
1567,78404.99687566221
1568,246366.6655428255
1569,134561.32221667544
1570,134812.92307713555
1571,116311.98663616784
1572,144475.36081216097
1573,221633.93470096804
1574,115766.88994180139
1575,224374.61727893582
1576,273828.1702164121
1577,180460.7317219914
1578,136976.8075836285
1579,155100.32649214088
1580,188305.6565683284
1581,161167.5271884147
1582,128211.13896927857
1583,284128.06709501176
1584,226723.81567744474
1585,136936.86199988847
1586,72598.00744174805
1587,106819.69400874923
1588,153387.09253819648
1589,91663.05790689398
1590,127356.59120671751
1591,94324.32636054994
1592,113741.58104519678
1593,119799.19501834163
1594,142765.05598209126
1595,119788.69506328047
1596,232534.8706315969
1597,188469.00972919477
1598,212190.00693335643
1599,166323.94625189598
1600,166910.95809000442
1601,72905.39483888538
1602,110722.1015904053
1603,70548.15540489292
1604,271097.0473437824
1605,240505.5557794444
1606,156353.84621499374
1607,168967.91989751527
1608,216450.4443411303
1609,172093.55750117256
1610,146668.0953284117
1611,140897.08566550195
1612,171090.5301674559
1613,175914.70694922874
1614,130625.03569771716
